tag,artifact,timestamp,commit,author,commit_date,description
it61_mne_sample_knn,Thesis-Copilot-Toolkit/results/it61_mne_sample_knn_run_metadata.json,2026-04-05T16:07:23.782199,2e659aac7d193b9c44acf77f907533f40aee3364,copilot-swe-agent[bot],Sun Apr 5 16:13:36 2026 +0000,"MNE Sample Dataset proxy (60ch auditory/visual), kNN-k3 graph, todos los MR"
it62_mne_sample_all_graphs,Thesis-Copilot-Toolkit/results/it62_mne_sample_all_graphs_run_metadata.json,2026-04-05T16:07:26.174788,2e659aac7d193b9c44acf77f907533f40aee3364,copilot-swe-agent[bot],Sun Apr 5 16:13:36 2026 +0000,"MNE Sample proxy, 3 grafos (kNN-k3, Gaussian, Kalofolias)"
it63_mne_sample_high_mr,Thesis-Copilot-Toolkit/results/it63_mne_sample_high_mr_run_metadata.json,2026-04-05T16:07:28.346625,2e659aac7d193b9c44acf77f907533f40aee3364,copilot-swe-agent[bot],Sun Apr 5 16:13:36 2026 +0000,"MNE Sample proxy, escenario de alta tasa de pérdida (30-40%)"
it64_bci_competition_single_subj,Thesis-Copilot-Toolkit/results/it64_bci_competition_single_subj_run_metadata.json,2026-04-05T16:07:30.395204,2e659aac7d193b9c44acf77f907533f40aee3364,copilot-swe-agent[bot],Sun Apr 5 16:13:36 2026 +0000,"BCI Competition IV 2a proxy (22ch motor imagery), sujeto 1, kNN-k3"
it65_bci_competition_multisubj,Thesis-Copilot-Toolkit/results/it65_bci_competition_multisubj_run_metadata.json,2026-04-05T16:07:32.671623,2e659aac7d193b9c44acf77f907533f40aee3364,copilot-swe-agent[bot],Sun Apr 5 16:13:36 2026 +0000,"BCI Competition IV 2a proxy, 9 sujetos, kNN-k3"
it66_bci_competition_gaussian,Thesis-Copilot-Toolkit/results/it66_bci_competition_gaussian_run_metadata.json,2026-04-05T16:07:35.039561,2e659aac7d193b9c44acf77f907533f40aee3364,copilot-swe-agent[bot],Sun Apr 5 16:13:36 2026 +0000,"BCI Competition IV 2a proxy, 9 sujetos, grafo Gaussiano"
it67_bci_competition_all_graphs,Thesis-Copilot-Toolkit/results/it67_bci_competition_all_graphs_run_metadata.json,2026-04-05T16:07:37.369280,2e659aac7d193b9c44acf77f907533f40aee3364,copilot-swe-agent[bot],Sun Apr 5 16:13:36 2026 +0000,"BCI Competition IV 2a proxy, sujeto 1, 3 grafos"
it68_three_real_datasets,Thesis-Copilot-Toolkit/results/it68_three_real_datasets_run_metadata.json,2026-04-05T16:07:39.707934,2e659aac7d193b9c44acf77f907533f40aee3364,copilot-swe-agent[bot],Sun Apr 5 16:13:36 2026 +0000,"Tres datasets reales/proxy (PhysioNet+MNE+BCI), kNN-k3"
it69_mne_bci_high_mr,Thesis-Copilot-Toolkit/results/it69_mne_bci_high_mr_run_metadata.json,2026-04-05T16:07:42.080563,2e659aac7d193b9c44acf77f907533f40aee3364,copilot-swe-agent[bot],Sun Apr 5 16:13:36 2026 +0000,"MNE Sample + BCI Competition proxy, alta pérdida (30-40%)"
it70_all_five_datasets,Thesis-Copilot-Toolkit/results/it70_all_five_datasets_run_metadata.json,2026-04-05T16:07:44.227926,2e659aac7d193b9c44acf77f907533f40aee3364,copilot-swe-agent[bot],Sun Apr 5 16:13:36 2026 +0000,"Los 5 datasets (3 sintéticos + MNE proxy + BCI proxy), kNN-k3"
it71_few_missing_1ch_synthetic,Thesis-Copilot-Toolkit/results/it71_few_missing_1ch_synthetic_run_metadata.json,2026-04-06T05:59:11.982079,f2454da6f4802a0147383d7cb5aba34a8c6b7268,copilot-swe-agent[bot],Mon Apr 6 06:37:41 2026 +0000,"1 missing electrode, synthetic_broad, kNN-k3"
it72_few_missing_2ch_synthetic,Thesis-Copilot-Toolkit/results/it72_few_missing_2ch_synthetic_run_metadata.json,2026-04-06T05:59:23.122854,f2454da6f4802a0147383d7cb5aba34a8c6b7268,copilot-swe-agent[bot],Mon Apr 6 06:37:41 2026 +0000,"2 missing electrodes, synthetic_broad, kNN-k3"
it73_few_missing_1ch_mne_proxy,Thesis-Copilot-Toolkit/results/it73_few_missing_1ch_mne_proxy_run_metadata.json,2026-04-06T06:05:34.956278,f2454da6f4802a0147383d7cb5aba34a8c6b7268,copilot-swe-agent[bot],Mon Apr 6 06:37:41 2026 +0000,"1 missing electrode, MNE Sample proxy 60ch, kNN-k3"
it74_few_missing_2ch_mne_proxy,Thesis-Copilot-Toolkit/results/it74_few_missing_2ch_mne_proxy_run_metadata.json,2026-04-06T06:11:38.776138,f2454da6f4802a0147383d7cb5aba34a8c6b7268,copilot-swe-agent[bot],Mon Apr 6 06:37:41 2026 +0000,"2 missing electrodes, MNE Sample proxy 60ch, kNN-k3"
it75_few_missing_multi_synthetic,Thesis-Copilot-Toolkit/results/it75_few_missing_multi_synthetic_run_metadata.json,2026-04-06T06:12:49.194106,f2454da6f4802a0147383d7cb5aba34a8c6b7268,copilot-swe-agent[bot],Mon Apr 6 06:37:41 2026 +0000,"1+2 missing electrodes, 3 synthetic datasets, kNN-k3"
it76_few_missing_mne_all_graphs,Thesis-Copilot-Toolkit/results/it76_few_missing_mne_all_graphs_run_metadata.json,2026-04-06T06:24:44.534374,f2454da6f4802a0147383d7cb5aba34a8c6b7268,copilot-swe-agent[bot],Mon Apr 6 06:37:41 2026 +0000,"1+2 missing electrodes, MNE Sample proxy, all graphs"
it77_few_missing_bci_all_graphs,Thesis-Copilot-Toolkit/results/it77_few_missing_bci_all_graphs_run_metadata.json,2026-04-06T06:25:23.789077,f2454da6f4802a0147383d7cb5aba34a8c6b7268,copilot-swe-agent[bot],Mon Apr 6 06:37:41 2026 +0000,"1+2 missing electrodes, BCI proxy 22ch, all graphs"
it78_few_missing_1ch_tv_focus,Thesis-Copilot-Toolkit/results/it78_few_missing_1ch_tv_focus_run_metadata.json,2026-04-06T06:27:28.287353,f2454da6f4802a0147383d7cb5aba34a8c6b7268,copilot-swe-agent[bot],Mon Apr 6 06:37:41 2026 +0000,"1 electrode missing, 5 datasets, TV methods focus"
it79_few_missing_2ch_tv_focus,Thesis-Copilot-Toolkit/results/it79_few_missing_2ch_tv_focus_run_metadata.json,2026-04-06T06:29:34.143838,f2454da6f4802a0147383d7cb5aba34a8c6b7268,copilot-swe-agent[bot],Mon Apr 6 06:37:41 2026 +0000,"2 electrodes missing, 5 datasets, TV methods focus"
it80_few_missing_comprehensive,Thesis-Copilot-Toolkit/results/it80_few_missing_comprehensive_run_metadata.json,2026-04-06T06:34:25.429143,f2454da6f4802a0147383d7cb5aba34a8c6b7268,copilot-swe-agent[bot],Mon Apr 6 06:37:41 2026 +0000,"1+2+3 missing electrodes, comprehensive analysis"
it81_instant_vs_full_synthetic,Thesis-Copilot-Toolkit/results/it81_instant_vs_full_synthetic_run_metadata.json,2026-04-06T06:34:49.240549,f2454da6f4802a0147383d7cb5aba34a8c6b7268,copilot-swe-agent[bot],Mon Apr 6 06:37:41 2026 +0000,"Instantaneous vs full signal reconstruction, synthetic_broad"
it82_full_signal_recon_synthetic,Thesis-Copilot-Toolkit/results/it82_full_signal_recon_synthetic_run_metadata.json,2026-04-06T06:35:20.084057,f2454da6f4802a0147383d7cb5aba34a8c6b7268,copilot-swe-agent[bot],Mon Apr 6 06:37:41 2026 +0000,"Full signal reconstruction (all instants), synthetic_broad"
it83_cross_dataset_generalization_knn,Thesis-Copilot-Toolkit/results/it83_cross_dataset_generalization_knn_run_metadata.json,2026-04-06T17:04:39.815837,e9762a1c38eac4ea6c940db4a62318b44b9bc0e1,copilot-swe-agent[bot],Mon Apr 6 17:06:58 2026 +0000,Cross-dataset generalization on KNN graph
it84_cross_dataset_generalization_gaussian,Thesis-Copilot-Toolkit/results/it84_cross_dataset_generalization_gaussian_run_metadata.json,2026-04-06T17:04:41.600179,e9762a1c38eac4ea6c940db4a62318b44b9bc0e1,copilot-swe-agent[bot],Mon Apr 6 17:06:58 2026 +0000,Cross-dataset generalization on Gaussian graph
it85_cross_dataset_generalization_all_graphs,Thesis-Copilot-Toolkit/results/it85_cross_dataset_generalization_all_graphs_run_metadata.json,2026-04-06T17:04:43.227907,e9762a1c38eac4ea6c940db4a62318b44b9bc0e1,copilot-swe-agent[bot],Mon Apr 6 17:06:58 2026 +0000,Cross-dataset generalization with multiple graphs
it86_cross_dataset_generalization_high_mr,Thesis-Copilot-Toolkit/results/it86_cross_dataset_generalization_high_mr_run_metadata.json,2026-04-06T17:04:44.942123,e9762a1c38eac4ea6c940db4a62318b44b9bc0e1,copilot-swe-agent[bot],Mon Apr 6 17:06:58 2026 +0000,Cross-dataset generalization at high missing ratios
it87_cross_dataset_generalization_few_missing,Thesis-Copilot-Toolkit/results/it87_cross_dataset_generalization_few_missing_run_metadata.json,2026-04-06T17:04:46.658809,e9762a1c38eac4ea6c940db4a62318b44b9bc0e1,copilot-swe-agent[bot],Mon Apr 6 17:06:58 2026 +0000,Cross-dataset generalization with 1ch/2ch/3ch scenarios
it88_robustness_noise_stress,Thesis-Copilot-Toolkit/results/it88_robustness_noise_stress_run_metadata.json,2026-04-06T17:04:48.281057,e9762a1c38eac4ea6c940db4a62318b44b9bc0e1,copilot-swe-agent[bot],Mon Apr 6 17:06:58 2026 +0000,Robustness to additive noise stress
it89_robustness_artifact_stress,Thesis-Copilot-Toolkit/results/it89_robustness_artifact_stress_run_metadata.json,2026-04-06T17:04:50.015511,e9762a1c38eac4ea6c940db4a62318b44b9bc0e1,copilot-swe-agent[bot],Mon Apr 6 17:06:58 2026 +0000,Robustness to non-stationary artifact stress
it90_robustness_graph_sensitivity,Thesis-Copilot-Toolkit/results/it90_robustness_graph_sensitivity_run_metadata.json,2026-04-06T17:04:51.760874,e9762a1c38eac4ea6c940db4a62318b44b9bc0e1,copilot-swe-agent[bot],Mon Apr 6 17:06:58 2026 +0000,Sensitivity to graph topology changes
it91_robustness_method_subset_tv_focus,Thesis-Copilot-Toolkit/results/it91_robustness_method_subset_tv_focus_run_metadata.json,2026-04-06T17:04:53.414312,e9762a1c38eac4ea6c940db4a62318b44b9bc0e1,copilot-swe-agent[bot],Mon Apr 6 17:06:58 2026 +0000,Sensitivity with strong TV/time subset emphasis
it92_robustness_low_missing_stability,Thesis-Copilot-Toolkit/results/it92_robustness_low_missing_stability_run_metadata.json,2026-04-06T17:04:55.137788,e9762a1c38eac4ea6c940db4a62318b44b9bc0e1,copilot-swe-agent[bot],Mon Apr 6 17:06:58 2026 +0000,Stability at low missing ratios
it93_robustness_high_missing_stability,Thesis-Copilot-Toolkit/results/it93_robustness_high_missing_stability_run_metadata.json,2026-04-06T17:04:56.792013,e9762a1c38eac4ea6c940db4a62318b44b9bc0e1,copilot-swe-agent[bot],Mon Apr 6 17:06:58 2026 +0000,Stability at high missing ratios
it94_robustness_cross_proxy_shift,Thesis-Copilot-Toolkit/results/it94_robustness_cross_proxy_shift_run_metadata.json,2026-04-06T17:04:58.520414,e9762a1c38eac4ea6c940db4a62318b44b9bc0e1,copilot-swe-agent[bot],Mon Apr 6 17:06:58 2026 +0000,Cross-proxy domain shift robustness
it95_final_comparative_all_datasets,Thesis-Copilot-Toolkit/results/it95_final_comparative_all_datasets_run_metadata.json,2026-04-06T17:05:00.233356,e9762a1c38eac4ea6c940db4a62318b44b9bc0e1,copilot-swe-agent[bot],Mon Apr 6 17:06:58 2026 +0000,Final comparative analysis across all datasets
it96_final_comparative_top_graphs,Thesis-Copilot-Toolkit/results/it96_final_comparative_top_graphs_run_metadata.json,2026-04-06T17:05:01.876922,e9762a1c38eac4ea6c940db4a62318b44b9bc0e1,copilot-swe-agent[bot],Mon Apr 6 17:06:58 2026 +0000,Final comparative analysis for top graph families
it97_final_comparative_top_methods,Thesis-Copilot-Toolkit/results/it97_final_comparative_top_methods_run_metadata.json,2026-04-06T17:05:03.605016,e9762a1c38eac4ea6c940db4a62318b44b9bc0e1,copilot-swe-agent[bot],Mon Apr 6 17:06:58 2026 +0000,Final comparative analysis for top methods
it98_final_comparative_efficiency_tradeoff,Thesis-Copilot-Toolkit/results/it98_final_comparative_efficiency_tradeoff_run_metadata.json,2026-04-06T17:05:05.370746,e9762a1c38eac4ea6c940db4a62318b44b9bc0e1,copilot-swe-agent[bot],Mon Apr 6 17:06:58 2026 +0000,Final comparative with quality-efficiency tradeoff
it99_final_comparative_consensus,Thesis-Copilot-Toolkit/results/it99_final_comparative_consensus_run_metadata.json,2026-04-06T17:05:07.014730,e9762a1c38eac4ea6c940db4a62318b44b9bc0e1,copilot-swe-agent[bot],Mon Apr 6 17:06:58 2026 +0000,Final comparative consensus across scenarios
